27679_dog.jpg,5
32455_airplane.jpg,0
17102_dog.jpg,5
9933_bird.jpg,2
24520_automobile.jpg,1
9155_deer.jpg,4
38754_ship.jpg,8
12513_ship.jpg,8
13475_truck.jpg,9
39208_automobile.jpg,1
48708_dog.jpg,5
41580_truck.jpg,9
25980_dog.jpg,5
48468_truck.jpg,9
16408_dog.jpg,5
9318_automobile.jpg,1
48728_automobile.jpg,1
44799_airplane.jpg,0
39155_horse.jpg,7
3062_automobile.jpg,1
44791_dog.jpg,5
12283_automobile.jpg,1
41036_airplane.jpg,0
11410_horse.jpg,7
49320_frog.jpg,6
46983_bird.jpg,2
10310_cat.jpg,3
3079_truck.jpg,9
22457_horse.jpg,7
19683_dog.jpg,5
13356_dog.jpg,5
32820_truck.jpg,9
27701_dog.jpg,5
14210_airplane.jpg,0
6772_bird.jpg,2
30444_ship.jpg,8
25021_truck.jpg,9
13209_frog.jpg,6
23806_automobile.jpg,1
37231_frog.jpg,6
753_automobile.jpg,1
20747_dog.jpg,5
30845_horse.jpg,7
15972_bird.jpg,2
10742_bird.jpg,2
1723_cat.jpg,3
45233_airplane.jpg,0
38664_bird.jpg,2
21419_deer.jpg,4
27815_truck.jpg,9
1540_airplane.jpg,0
32543_ship.jpg,8
12423_bird.jpg,2
32172_cat.jpg,3
11536_dog.jpg,5
28006_ship.jpg,8
24503_dog.jpg,5
43230_horse.jpg,7
44781_dog.jpg,5
24757_cat.jpg,3
1782_ship.jpg,8
21325_dog.jpg,5
20826_deer.jpg,4
31139_frog.jpg,6
18635_bird.jpg,2
29198_bird.jpg,2
44885_bird.jpg,2
4690_truck.jpg,9
39040_automobile.jpg,1
20226_bird.jpg,2
6391_frog.jpg,6
2521_cat.jpg,3
25086_bird.jpg,2
34702_dog.jpg,5
26363_dog.jpg,5
46382_deer.jpg,4
15843_ship.jpg,8
10673_ship.jpg,8
12734_dog.jpg,5
7307_cat.jpg,3
1022_deer.jpg,4
38293_deer.jpg,4
7159_frog.jpg,6
17682_bird.jpg,2
23779_deer.jpg,4
32336_dog.jpg,5
480_truck.jpg,9
1844_bird.jpg,2
25799_automobile.jpg,1
17309_automobile.jpg,1
35698_horse.jpg,7
1736_automobile.jpg,1
25171_dog.jpg,5
27563_frog.jpg,6
1567_dog.jpg,5
49837_airplane.jpg,0
27711_dog.jpg,5
44646_truck.jpg,9
37634_truck.jpg,9
19693_dog.jpg,5
16800_automobile.jpg,1
21990_cat.jpg,3
29745_horse.jpg,7
48660_dog.jpg,5
18399_dog.jpg,5
35124_cat.jpg,3
16560_dog.jpg,5
14534_airplane.jpg,0
4659_frog.jpg,6
16615_deer.jpg,4
35893_truck.jpg,9
42053_automobile.jpg,1
6006_truck.jpg,9
22318_deer.jpg,4
31535_cat.jpg,3
5215_bird.jpg,2
33355_cat.jpg,3
37544_truck.jpg,9
29987_truck.jpg,9
29485_automobile.jpg,1
5815_deer.jpg,4
44017_airplane.jpg,0
29367_airplane.jpg,0
24121_automobile.jpg,1
45806_frog.jpg,6
24112_cat.jpg,3
49820_automobile.jpg,1
44390_cat.jpg,3
47963_cat.jpg,3
4628_cat.jpg,3
2544_deer.jpg,4
34284_ship.jpg,8
39062_bird.jpg,2
25449_bird.jpg,2
19102_ship.jpg,8
26364_frog.jpg,6
13315_ship.jpg,8
7222_ship.jpg,8
28474_automobile.jpg,1
27448_truck.jpg,9
759_horse.jpg,7
42725_deer.jpg,4
27618_ship.jpg,8
4945_automobile.jpg,1
27162_truck.jpg,9
18618_frog.jpg,6
45812_deer.jpg,4
48526_frog.jpg,6
10669_dog.jpg,5
10764_airplane.jpg,0
41974_horse.jpg,7
45074_bird.jpg,2
26226_airplane.jpg,0
29601_ship.jpg,8
16911_truck.jpg,9
26786_bird.jpg,2
20346_cat.jpg,3
33079_dog.jpg,5
25107_horse.jpg,7
473_frog.jpg,6
39334_ship.jpg,8
17858_frog.jpg,6
33345_cat.jpg,3
21724_cat.jpg,3
27729_bird.jpg,2
39495_deer.jpg,4
40183_ship.jpg,8
18391_airplane.jpg,0
48533_deer.jpg,4
11132_automobile.jpg,1
47973_cat.jpg,3
30364_truck.jpg,9
33696_frog.jpg,6
13042_bird.jpg,2
26103_frog.jpg,6
11700_truck.jpg,9
29730_bird.jpg,2
2120_dog.jpg,5
40380_dog.jpg,5
29600_ship.jpg,8
24891_automobile.jpg,1
25570_cat.jpg,3
13705_truck.jpg,9
7045_ship.jpg,8
39335_ship.jpg,8
41313_truck.jpg,9
35690_airplane.jpg,0
